text,hate_label,topic_label
if you really hate me that much go sit on another alphas knot and have them bite you for sll i care i want this to be over im sick of being treated like im nothing when i do everhtjing for you i buy you heat suppressants i buy you birth control pills i make sure youre healthy dur,1,others
"Another henious and barbaric crime by these demons pieces of shit, This 'll never gonna stop until we don't give them an agonal death.  #Justiceforjamna",1,others
@aspiringhotwif1 Lucky cuck,0,others
"What @GLAAD should know — IF they even care — is @Univision HEAVILY censors gay content, especially same sex male kissing. It is a true shame since the upcoming premiere of ""#ElCorazónNuncaSeEquivoca"" could be a sanctuary for #LGBT youth. URL #ArisTemo",0,sexual orientation
"@Balwant58644969 @gushi22 @Insaniat_parast @majorgauravarya Some slaps don't create noise. Just create one of the fastest progressive asian nation, and second best and ""worthy"" asian cricket team. URL",0,others
Andile used the k word. He must go to jail. URL,0,others
"people say black people run away as they laugh,,,, alternatively, jimin runs into joon's shoulder—- URL",0,race
@nirbhaavuka These Muslims never do Mohammad jayanti they are doing idol praying in tipu name what is this hypocrisy to,0,religion
"'Lakshman Rekha' crossed. This time by didi's nephew; draws 'Ram-TRP' analogy, in quest for Muslim votes. TMC divides Hindus on Eid? Join the debate with @RShivshankar on India Upfront at 8:30 PM tonight on TIMES NOW.  | #DidiDividesHindus URL",0,politics
Niggas listen to their boys too much. Girls don't listen to their girls at alllll.,0,gender
fuck you and fuck israel URL,1,others
Go Back to Slovenia! Send Melania the Slut Cunt back home! URL...,1,gender
"@marcorubio @realDonaldTrump Is Sad How you,that is a Cuban American allowed to treat your own people like this,  LOOK HOW THOSE POOR CHRISTIAN KIDS ARE IN CAGES , VANS FOR 24 HOURS, ALSO IN THOSE DETENTION FACILITIES IN FLORIDA , HURRICANE SEASON WILL START SOON, THOS POOR KIDS ARE IN DANGER",0,others
"slut patrick simons humiliation KIK slave ""send me pics fag"" and he must send 10 nudes every time he receives that message for reposting and sluts humiliation @simons_pat #expose #humiliation URL",1,others
"Always late to the party but ""Yeah, me gay too"", my pronouns are she/her (cis) and I'm a big ol' lumberjack lesbian. I've been in the con crowd for over a decade and cosplaying for a few years now. I love to make props and cosplay white haired or dead ladies. #LGBTcosplay URL",0,sexual orientation
Muslims Slaughter Escaped Cow - Slit Its Throat in Home Depot Parking Lot/Freaking Savages. What's next!? URL,1,religion
@nwilborn19 @DontrellChillis Bet he biggest pussy ever wit no gun in hand. Prolly biggest pussy ever if he had take on anybody except box of shoes.,1,gender
"@Josh_Lipson My sister traced one branch back and found it led to Richard I, who expelled the Jews from England and led a crusade, which is....darkly ironic, or something.",0,others
@ToxicTikToks Faggots,1,sexual orientation
#bigtits #fatass #anal #asstomouth Asian #slut URL,0,gender
How I fuck up but im giving him punishments? Don't leave me out here with these niggas if you want me to be faithful 😳😳 you KNOW im a horny ass ho.,0,others
"YOU are so full of shit!!! NEVER was a muslim ban, are you that stupid, or you just lying so the idiots will vote you in again.  Get the Fu*k out of our great Country, Evil must go URL",0,others
Imagine having a family already and being 40 then finally figuring it you're gay. Lmao bro who are these black mirror writers 💀💀💀💀,0,sexual orientation
"Reminder that Israel's founding included multiple acts of #JewishSupremacistTerrorism, but you will never hear it called an evil scourge that needs to be destroyed. URL",0,race
The same number she refused to give out is the same number a guy just deleted...no kill yourself,0,gender
"Y'all want a street nigga so bad until he getting jumped , that man girl ran for her life",0,others
"""aww yall so cute"" first of all BITCH he told me he fucked you bye.",1,others
The audacity of white people. Hey poor people even though chickens and cows borderline out number us we should def make you all eat maggots URL,0,race
Bitch there's kids there. Fuck is wrong with you airhead ass hoes URL,1,others
Look at all of them worshipping that one giant dick! URL,1,others
"@sgifford904 @keithedwards @k_norris47 Sure, countries with free terrorists roaming the land killing whoever they want: only in the US",0,others
"@OhWordLegitz Sounds like you're sympathetic to racists and indifferent to the violence their rhetoric inspire. Go ahead and slap the shit out of me, you degenerate neckbeard lowlife.",1,race
"@Cricket_Ali @amenners Judging how the Aussies bat in England(bar Smith), it's maybe best you wake up in October! 😂",0,others
Someone slap her bitch ass,1,gender
@HeemaIbbe @ibusolih @narendramodi & being a tiny country u send ur largest jehadi gang to ISIS.  ur religion is cruel who teaches To kill non-believers.  U should be ashamed of yourself being a followers of illiterate person.,0,religion
"In Judaism, the crime of Sodom was making it illegal to help strangers from another land. URL",0,religion
"imagine being so bitter and alone y'all send anon hate to somebody who does nothing, y'all need to get a life and a personality cause this ""i'm a bitch"" bs gonna get your ass kicked",0,others
@rolotomasi777 @drboycewatkins1 You don't rope humans like animals. This was a display of dominance and a plunder of a black man's humanity. This photo encapsulates the one sided relationship of law enforce,1,race
"#Israel mourns first lady #NechamaRivlin, the wife of @PresidentRuvi Rivlin URL",0,gender
HOES MAD (SENT WITH FUCKING ECHO),0,others
dumb-ass bitch,1,gender
"Broke women hate successful women , you'll hear them say they used their pussies to get to where they are.... My sister what do you use your pussy for ,lay eggs??😂😂😂",0,gender
"@abbas_nighat @MSajidRashidi @TarekFatah This Maulana from a Madarsa in Naubasta, Kanpur raped a minor student. Apart from decent education, A students are getting everything else in Madarsas. Not even week since Aligarh incident ashamed humanity. URL",0,others
really you prick- you are a fucking friend of Israel you would masturbate thinking of fucking nothing yahoo URL,0,others
cuff her and fuck the bitch out of her URL URL,1,others
He look like special education kid tryna do some interaction with strangers. URL,0,gender
white ppl be fuckin in the wilderness,0,race
plz help me grow rt my tweet and get free boob pic follow me and get free pussy pic #buynudes #sellingnudes #anal #ass #pussy #bbc #tits #titties #boobs #spoilme #slut #whore #cumslut #cum #blowjob #snowbunny #jailbait #nudes #naked #fuckme #porn #horny #kik @ sweet.jesica19 URL,0,gender
China is teaching young African boys ancient martial arts that were passed down from father to son and perfected for millennia. You're putting your 5 year old son in pink frilly dresses and calling him a little girl because the TV told you to.   URL,0,gender
🍦 Tight Asian pussy creams all over cock (Hairy pussy cream glazes dick) URL,0,others
"@IlhanMN How about you just pack your shit and go back home, you ungrateful piece of trash?? 😠 WE accepted you here. And now, you want us to be what you left???? Will not happen...you have no idea what spirit lies within the quiet - real Americans.",1,others
"@realDonaldTrump Fuck off genarilisimo bonespur you draft dodging coward, russian hooker piss stained dayglo cunt",1,others
"god really looked at me and said ""lemme give this girl an ass""",0,gender
The young Alpha is back faggots. Put your pathetic faces up to your screens and give a good whiff and lick. Send now faggots #footmaster #footworship #paypig #humanATM #jockfeet #findom #cashfag #cashslave @CashFeetSlave @RTsubpig @MASTER_UPDATES @RTtruealpha URL,1,others
All I'm sayin is that I'd love to see more Muslim fashion bloggers showcase models size 12 and up please and thank you.,0,religion
"@SocialM85897394 Imagine if this was a male right winger screaming that at a female MP, we would never hear the end of it, he would likely do jail time. She should be deported to a country with the same average IQ as her.",0,gender
"""On the day of Resurrection, Allah will not look at the person who trails his robe behind him out of pride."" (Bukhari, Muslim)",0,religion
@DanPatrick I really want all of you fake Christian nut jobs to burn in the fire of eternal damnation. God is weeping at your stupidity.,1,religion
Punk ass fuckin cracked and their lil house nigga like pets. FUCK 12!,1,race
"@asainspades @UROCKlive1 That's what I've been thinking! Tell immigrants to go home, tell Americans to leave home... Myopic morons..",0,immigration
"no this isn't ""a form of genocide"" — this IS genocide. can we all please stop mincing words and give these girls and their families the full-fleshed acknowledgement that they deserve? #MMIWG",0,others
So the ones in the West will never move east and feel they could be at home...... Join us create the necessary awareness and open the public's eyes to the plight of Kiths Mental care home from aug-oct. Via radio… URL,0,race
She's a sick bitch. & all the grown ass girls that be having sex with these young boys deserve to get beat up too!!! URL,1,gender
"@andstillkool @CNN Yes, indirectly. Trump loves to hate. He loves his supporters to hate. His supporters love to hate. His supporters are racist and weak. They think immigrants create their problems. Usually because they're too lazy to get off their ass, so easier to blame someone different",0,politics
"why do people always say ""if she not girl right i beat her up alr sia"" you not fucking pussy you just beat up the person regardless of gender la cb kia",0,gender
